oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
550215400007007,52647857,2458280.976942536,58280.478576399997,20.6524963,0.178918242,0,zr,0.60105699999999995,21.1651913,0.448000014,-0.214000002,20180611478565,550,0xf,0x4,20.9599991,26.1912117,0.0238123648,0.09905871,8.85036025e-06,30,1.38199997,1
550215400007007,52946496,2458283.963594079,58283.464965300001,21.145359,0.218905926,0,zr,0.60116599999999998,21.165112499999999,0.814999998,-0.188999996,20180614464954,550,0xf,0x4,21.1000004,26.1830349,0.0225588027,0.102833293,7.99106965e-06,30,1.421,1
550215400007007,53246855,2458286.9674500758,58286.4685532,20.97855,0.205372095,0,zr,0.601217,21.165335599999999,0.556999981,0.075000003,20180617468553,550,0xf,0x4,21.2600002,26.2131519,0.0214243382,0.091677025,7.20187109e-06,30,1.34000003,1
550215400007007,53546620,2458289.9653713591,58289.466203700002,20.8621063,0.19592452,0,zr,0.60107569999999999,21.1651253,0.476000011,-0.0900000036,20180620466192,550,0xf,0x4,21.3400002,26.2019596,0.0211154819,0.100717507,6.94009441e-06,30,1.30599999,1
550215400007007,53847929,2458292.9787363093,58292.479293999997,21.065731,0.212445378,0,zr,0.60111749999999997,21.1652579,0.697000027,-0.381000012,20180623479282,550,0xf,0x4,21.1200008,26.2122841,0.0216402411,0.0982741863,7.31758928e-06,30,1.204,1
550215400007007,55143383,2458305.9344663098,58305.433831000002,20.8160629,0.192188859,0,zr,0.60107840000000001,21.165137699999999,0.88499999,-0.103,20180706433831,550,0xf,0x4,20.9300003,26.1547947,0.0241763536,0.101582535,9.21423634e-06,30,1.24899995,1
550215400007007,55644153,2458310.9426333942,58310.441539400003,20.9164219,0.20033145,0,zr,0.60101269999999996,21.165133699999998,0.620999992,-0.186000004,20180711441528,550,0xf,0x4,21.0300007,26.0511532,0.0264390409,0.119460627,1.11890267e-05,30,1.16299999,1
550215400007007,56246145,2458316.9630948296,58316.4614583,21.1299267,0.217653751,0,zr,0.60110490000000005,21.165117899999998,0.490999997,-0.0689999983,20180717461458,550,0xf,0x4,21.6900005,26.117487,0.0221214872,0.0977131575,7.71112809e-06,30,1.07299995,1
550215400007007,56544695,2458319.9488562928,58319.446956,21.1050491,0.215635419,0,zr,0.60100750000000003,21.165178099999999,0.405999988,-0.0930000022,20180720446944,550,0xf,0x4,21.8099995,26.2154827,0.0224343538,0.0976600572,7.84252279e-06,30,1.08500004,1
550215400007007,56841324,2458322.9153986908,58322.4132407,21.1940994,0.222860336,0,zr,0.60097590000000001,21.165057000000001,1.454,-0.488999993,20180723413241,550,0xf,0x4,21.6700001,26.2245464,0.0204279609,0.0925784633,6.54604628e-06,30,1.14999998,1
