oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
1389215300002233,59937542,2458353.8806768195,58353.375428200001,20.1299019,0.129004315,0,zr,0.91723440000000001,-3.6144425999999998,0.595000029,-0.0590000004,20180823375417,1389,0xf,0x3,21.1299992,26.2253685,0.0245228037,0.097564593,1.4428153e-05,30,1.352,2
1389215300002233,60241504,2458356.9204313988,58356.415046299997,19.8917294,0.111572698,0,zr,0.91733039999999999,-3.6144058999999999,0.64200002,-0.293000013,20180826415046,1389,0xf,0x3,20.2099991,26.2371941,0.0321005359,0.104480512,2.50793273e-05,30,1.32200003,2
1389215300002233,60838153,2458362.8871521461,58362.381539399998,20.2415504,0.137195319,0,zr,0.91727669999999994,-3.6143865000000002,0.368999988,-0.0480000004,20180901381528,1389,0xf,0x3,20.8500004,26.2432232,0.0242467355,0.0919865444,1.42273975e-05,30,1.29700005,2
1389215300002233,63533254,2458389.8384690383,58389.3325463,20.1099281,0.12752831,0,zr,0.91728600000000005,-3.6143743000000002,0.419999987,0.0270000007,20180928332535,1389,0xf,0x3,20.8700008,26.2230854,0.0261125807,0.0982258841,1.63587556e-05,30,1.30900002,2
1389215300002233,96544039,2458719.9456799845,58719.440393500001,20.0010452,0.119501293,0,zr,0.91730420000000001,-3.6143695999999998,1.30200005,-0.0520000011,20190824440394,1389,0xf,0x3,21.2099991,26.1201839,0.0221484173,0.0984469056,1.16558822e-05,30,1.32500005,2
1389215300002233,96544084,2458719.9461314087,58719.440844899997,20.132494,0.129195735,0,zr,0.91725279999999998,-3.6144479999999999,0.713999987,0.0350000001,20190824440845,1389,0xf,0x3,21.25,26.1116333,0.0224949867,0.103435665,1.20061313e-05,30,1.32599998,3
1389215300002233,99436368,2458748.8696399438,58748.363680599999,19.8042908,0.10539721,0,zr,0.91729210000000005,-3.6144400000000001,1.21899998,0.129999995,20190922363681,1389,0xf,0x3,21.0200005,26.0795021,0.0250354353,0.105961442,1.46518323e-05,30,1.33000004,2
1389215300002233,99436414,2458748.8701028437,58748.364143500003,20.0854645,0.125720352,0,zr,0.91727159999999996,-3.6144333999999998,0.755999982,0.126000002,20190922364132,1389,0xf,0x3,21.0400009,26.0916748,0.0236476082,0.109034538,1.32229125e-05,30,1.33099997,3
1389215300002233,133238284,2459086.8882091781,59086.382847200002,20.3093987,0.142057419,0,zr,0.91730160000000005,-3.6143793999999998,0.802999973,-0.104000002,20200825382847,1389,0xf,0x3,21.7000008,26.2101574,0.022214178,0.100090705,1.15895655e-05,30,1.30499995,2
1389215300002233,133238331,2459086.8886721982,59086.383310199999,20.3365974,0.14396517,0,zr,0.91729970000000005,-3.6143869999999998,0.91900003,0.133000001,20200825383310,1389,0xf,0x3,21.5900002,26.2153568,0.021224428,0.100835539,1.0508691e-05,30,1.30400002,3
1389215300002233,136135351,2459115.8594742464,59115.3535185,20.2119026,0.135036409,0,zr,0.91729139999999998,-3.6143698,1.49000001,-0.261999995,20200923353519,1389,0xf,0x3,21.3199997,26.2406425,0.0215408728,0.102008663,1.11533473e-05,30,1.32000005,2
1389215300002233,136135399,2459115.8599488437,59115.353993099998,20.396244,0.148036033,0,zr,0.91736569999999995,-3.6144517999999999,0.722000003,-0.057,20200923353993,1389,0xf,0x3,21.2299995,26.2449856,0.021868879,0.102816842,1.13337501e-05,30,1.32099998,3
1389215300002233,136429032,2459118.7962621497,59118.290324100002,20.3431053,0.14441739,0,zr,0.91727230000000004,-3.6144688999999999,0.497999996,-0.217999995,20200926290324,1389,0xf,0x3,21.0400009,26.2804279,0.0234584305,0.0991538912,1.30160397e-05,30,1.31099999,3
1389215300002233,137628416,2459130.7898821821,59130.284166700003,20.1518745,0.130626276,0,zr,0.91730040000000002,-3.6144047000000001,0.845000029,0.0869999975,20201008284167,1389,0xf,0x3,21.4799995,26.2838516,0.025887968,0.104642354,1.58848252e-05,30,1.296,3
1389215300002233,138526811,2459139.7735071066,59139.268113400001,20.1369667,0.129526034,0,zr,0.91721549999999996,-3.6143453000000001,0.259000003,-0.0379999988,20201017268102,1389,0xf,0x3,21.1200008,26.1182251,0.024369061,0.102806345,1.42492736e-05,30,1.29900002,2
1389215300002233,138526857,2459139.773970088,59139.268576399998,20.215559,0.135303408,0,zr,0.91726110000000005,-3.6143613000000001,1.21200001,-0.0199999996,20201017268576,1389,0xf,0x3,21.3400002,26.1178188,0.0233776271,0.0995163545,1.31182369e-05,30,1.29900002,3
1389215300002233,139118569,2459145.6908066026,59145.185694400003,20.2271252,0.136146814,0,zr,0.91732579999999997,-3.6144411999999999,0.536000013,0.0149999997,20201023185694,1389,0xf,0x3,21.2999992,26.2603378,0.0212833136,0.103192292,1.07311462e-05,30,1.38100004,2
1389215300002233,141123697,2459165.7407730524,59165.236979200003,20.4431629,0.151100934,0,zr,0.91726059999999998,-3.6144132999999998,1.02999997,-0.0700000003,20201112236968,1389,0xf,0x3,21.3400002,26.3126488,0.0226534009,0.102427751,1.20813211e-05,30,1.36399996,2
1389215300002233,141123745,2459165.7412475208,59165.2374537,20.166893,0.131733105,0,zr,0.9172941,-3.6143201,0.773999989,-0.207000002,20201112237454,1389,0xf,0x3,21.3299999,26.2973881,0.0214295331,0.103784092,1.0673135e-05,30,1.36600006,3
1389215300002233,141417910,2459168.6826677001,59168.179108800003,20.3392105,0.144146934,0,zr,0.91735800000000001,-3.6144150000000002,0.832000017,-0.254999995,20201115179051,1389,0xf,0x3,21.2099991,26.2938614,0.0242199767,0.108234636,1.36143699e-05,30,1.29200006,2
1389215300002233,141417957,2459168.6831306638,59168.179571799999,20.2571297,0.138322532,0,zr,0.91732279999999999,-3.6143119000000001,0.754000008,-0.165999994,20201115179572,1389,0xf,0x3,21.2999992,26.3027725,0.0224935301,0.106337376,1.17741347e-05,30,1.29200006,3
1389215300002233,141618076,2459170.6841577399,59170.180763900004,20.4388618,0.150825858,0,zr,0.91720369999999996,-3.6142903999999998,0.680000007,-0.158000007,20201117180764,1389,0xf,0x3,21.0200005,26.3041019,0.0220346916,0.108948924,1.13573205e-05,30,1.29299998,2
1389215300002233,141618123,2459170.6846322138,59170.1812384,20.2271004,0.136145085,0,zr,0.91742809999999997,-3.6143675000000002,1.07700002,-0.216999993,20201117181227,1389,0xf,0x3,21.1200008,26.3053493,0.0216266643,0.104271881,1.09335197e-05,30,1.29400003,3
1389215300002233,142016429,2459174.6673478149,59174.164294000002,20.386198,0.147362769,0,zr,0.91731169999999995,-3.6145052999999998,0.248999998,0.0270000007,20201121164167,1389,0xf,0x3,20.9300003,26.2074566,0.025596099,0.102906488,1.53420933e-05,30,1.29200006,3
1389215300002233,167243309,2459426.9369254508,59426.433090300001,20.3690166,0.146199137,0,zr,0.91732979999999997,-3.614411,1.00899994,-0.00999999978,20210731433090,1389,0xf,0x3,21.0699997,26.17906,0.0256171301,0.0986966193,1.55257076e-05,30,1.33299994,2
1389215300002233,167441708,2459428.9210666791,59428.417083300003,20.7141895,0.169247508,0,zr,0.91740849999999996,-3.6143947000000001,0.652999997,0.0909999982,20210802417072,1389,0xf,0x3,21.2199993,26.2253914,0.022761235,0.10676948,1.22463362e-05,30,1.36000001,2
1389215300002233,167541664,2459429.9206999838,59429.416643500001,20.4506607,0.151577443,0,zr,0.91728100000000001,-3.6144584000000002,0.453000009,-0.128000006,20210803416597,1389,0xf,0x3,21.2800007,26.2467747,0.0226659421,0.10102158,1.20902396e-05,30,1.35300004,2
1389215300002233,167541711,2459429.9211746161,59429.417118099998,20.4297371,0.150238156,0,zr,0.917292,-3.6144010999999998,0.602999985,-0.0450000018,20210803417106,1389,0xf,0x3,21.3999996,26.2528419,0.0235498957,0.101493768,1.33147914e-05,30,1.352,3
