oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
499211300000517,52847763,2458282.9764859038,58282.477638900004,19.7651443,0.107631743,0,zr,0.4527989,12.630774799999999,0.737999976,0.0610000007,20180613477546,499,0xb,0x3,20.4599991,25.8081093,0.0317655578,0.137125924,2.2853761e-05,30,1.45200002,1
499211300000517,53446355,2458288.9629638656,58288.463553200003,19.5914288,0.0955145061,0,zr,0.45272380000000001,12.630888199999999,0.739000022,0.226999998,20180619463542,499,0xb,0x3,20.1700001,26.2977238,0.034207359,0.115829125,2.65443414e-05,30,1.43499994,1
499211300000517,53746523,2458291.9649279886,58291.465231499998,19.6211319,0.0975137427,0,zr,0.45274910000000002,12.630785400000001,0.964999974,-0.0309999995,20180622465232,499,0xb,0x3,21.4500008,26.3126049,0.0221965872,0.116442457,1.07824026e-05,30,1.36899996,1
499211300000517,54047915,2458294.9791397285,58294.479155100002,19.5103855,0.0902199894,0,zr,0.45272869999999998,12.6308287,0.957000017,-0.064000003,20180625479120,499,0xb,0x3,21.1900005,26.3347759,0.0227041226,0.10826157,1.15610655e-05,30,1.25300002,1
499211300000517,54342194,2458297.9222107455,58297.421944399997,19.7638054,0.10753461,0,zr,0.45275979999999999,12.6307554,1.08700001,0.0939999968,20180628421898,499,0xb,0x3,20.4699993,26.2710915,0.0247356147,0.125386745,1.38842861e-05,30,1.58299994,1
499211300000517,54643576,2458300.9363185843,58300.435763900001,19.4313908,0.085289605,0,zr,0.45278390000000002,12.630799,0.981999993,-0.0410000011,20180701435729,499,0xb,0x3,20.8400002,26.232687,0.0243899543,0.120352678,1.34787624e-05,30,1.40199995,1
499211300000517,55644060,2458310.9421031354,58310.440601900002,19.8864384,0.116648592,0,zr,0.4526172,12.6308281,1.05299997,0.0599999987,20180711440602,499,0xb,0x3,21.0100002,26.1402359,0.0270167738,0.131984726,1.63109162e-05,30,1.23199999,1
499211300000517,56246100,2458316.9630615199,58316.461006899997,19.6159363,0.097161755,0,zr,0.45276630000000001,12.6308071,1.24800003,-0.057,20180717460995,499,0xb,0x3,21.6700001,26.2204914,0.0226000547,0.113471031,1.16362389e-05,30,1.125,1
499211300000517,56546005,2458319.9623812633,58319.460057900003,19.6668835,0.100653186,0,zr,0.45272980000000002,12.630787099999999,0.587000012,-0.0579999983,20180720460046,499,0xb,0x3,21.8199997,26.3293705,0.0219000056,0.108170092,1.08597069e-05,30,1.11300004,1
499211300000517,56848285,2458322.985447444,58322.482858800002,19.593111,0.0956268907,0,zr,0.45275199999999999,12.630819000000001,0.675000012,-0.0900000036,20180723482847,499,0xb,0x3,21.5400009,26.3173904,0.0231424943,0.121317528,1.19782726e-05,30,1.08200002,1
499211300000517,57948266,2458333.9861585428,58333.482662000002,19.6614761,0.100278392,0,zr,0.4527313,12.630807000000001,1.11600006,-0.109999999,20180803482593,499,0xb,0x3,20.7999992,26.2702351,0.0264219493,0.119317688,1.58721232e-05,30,1.08800006,1
499211300000517,58142895,2458335.932604589,58335.428958299999,19.5817909,0.094872497,0,zr,0.4527699,12.630808999999999,0.100000001,-0.0140000004,20180805428958,499,0xb,0x3,21.4799995,26.3258877,0.0219750572,0.112856545,1.07908363e-05,30,1.097,1
499211300000517,58142942,2458335.9330676231,58335.429421300003,19.5634537,0.0936602056,0,zr,0.4527967,12.6307945,0.578999996,-0.0799999982,20180805429410,499,0xb,0x3,21.4599991,26.3345509,0.0221705269,0.109276362,1.11362715e-05,30,1.097,1
499211300000517,58239783,2458336.9015550595,58336.397835600001,19.623457,0.0976715162,0,zr,0.45274540000000002,12.630780100000001,0.74000001,0.0860000029,20180806397824,499,0xb,0x3,21.4699993,26.3476486,0.0218135193,0.118644603,1.06891639e-05,30,1.14699996,1
499211300000517,58241936,2458336.9230844793,58336.419363399997,19.6285362,0.0980169028,0,zr,0.45275979999999999,12.6308191,0.903999984,-0.143000007,20180806419363,499,0xb,0x3,21.4500008,26.3476562,0.022473326,0.113722324,1.14342438e-05,30,1.10599995,1
499211300000517,58242950,2458336.9332241421,58336.429502300001,19.6163635,0.0971907228,0,zr,0.45279439999999999,12.6307686,1.01300001,-0.104000002,20180806429502,499,0xb,0x3,21.2299995,26.3464527,0.0242233295,0.119385175,1.30547833e-05,30,1.09399998,1
499211300000517,58345608,2458337.9598863246,58337.456087999999,19.6249294,0.0977715254,0,zr,0.45270670000000002,12.6308075,0.92900002,0.0759999976,20180807456076,499,0xb,0x3,21.6200008,26.3216934,0.0210190061,0.113379493,1.00097395e-05,30,1.08099997,1
499211300000517,58345653,2458337.9603377534,58337.456539400002,19.5649548,0.0937589779,0,zr,0.45277319999999999,12.6308054,0.439999998,0.0340000018,20180807456539,499,0xb,0x3,21.5900002,26.3417187,0.0227800161,0.108175002,1.18528933e-05,30,1.08099997,1
499211300000517,58937186,2458343.8760805582,58343.371863400003,19.6781769,0.101439074,0,zr,0.45279370000000002,12.6308071,0.542999983,0.0109999999,20180813371863,499,0xb,0x3,21.75,26.3019371,0.0201742388,0.106224909,9.21675655e-06,30,1.16600001,1
499211300000517,59044142,2458344.9457122996,58344.441423600001,19.632637,0.0982964039,0,zr,0.45276280000000002,12.630812000000001,0.759000003,-0.0149999997,20180814441296,499,0xb,0x3,21.8899994,26.2900372,0.0302770603,0.110580385,2.12511732e-05,30,1.08399999,1
499211300000517,59139298,2458345.897337297,58345.3929861,19.6566238,0.0999428779,0,zr,0.45273930000000001,12.630801,1.24199998,0.0320000015,20180815392975,499,0xb,0x3,21.6000004,26.2670612,0.0217004679,0.114704892,1.02884878e-05,30,1.11099994,3
499211300000517,59241305,2458346.9174725935,58346.413055600002,19.553936,0.0930357203,0,zr,0.45276280000000002,12.630778299999999,0.887000024,-0.0299999993,20180816413056,499,0xb,0x3,21.8199997,26.2686253,0.0217044782,0.108058214,1.07068254e-05,30,1.08700001,3
499211300000517,59241396,2458346.9183869516,58346.413969900001,19.6663284,0.10061463,0,zr,0.45275890000000002,12.6307948,0.633000016,-0.0410000011,20180816413970,499,0xb,0x3,21.9599991,26.2810097,0.0268873516,0.121921279,1.65025649e-05,30,1.08700001,1
