oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
600207400004486,51444750,2458268.9448233247,58268.447500000002,18.5995827,0.0405019596,0,zr,0.18237120000000001,24.708928700000001,0.535000026,-0.0579999983,20180530447500,600,0x7,0x4,20.0400009,26.1248798,0.0349504054,0.109568603,1.95975699e-05,30,1.95200002,1
600207400004486,51744320,2458271.9407619387,58271.443206000004,18.5708885,0.0396936238,0,zr,0.1823951,24.708959499999999,1.15799999,0.0590000004,20180602443206,600,0x7,0x4,20.3999996,26.1081753,0.0313508697,0.115250342,1.5657728e-05,30,1.88900006,1
600207400004486,52047901,2458274.9768147212,58274.479016199999,18.6113777,0.0408398844,0,zr,0.1823997,24.7089617,1.10300004,0.0280000009,20180605479005,600,0x7,0x4,20.7700005,26.1925335,0.0268893223,0.118387721,1.18335238e-05,30,1.41299999,1
600207400004486,52342656,2458277.9246024564,58277.426562499997,18.569088,0.0396435186,0,zr,0.18237610000000001,24.708988099999999,0.801999986,0.0370000005,20180608426563,600,0x7,0x4,20.7199993,26.0881233,0.0263660289,0.107555851,1.09553748e-05,30,1.89400005,1
600207400004486,52647903,2458280.9773350861,58280.479039400001,18.5804195,0.0399599671,0,zr,0.18237329999999999,24.708939999999998,0.513000011,0.0320000015,20180611479028,600,0x7,0x4,20.8999996,26.1930847,0.0254893228,0.11596112,1.01659216e-05,30,1.30700004,1
600207400004486,52946773,2458283.9662823654,58283.467731500001,18.5279369,0.0385193527,0,zr,0.18239230000000001,24.708954800000001,0.651000023,0.00600000005,20180614467720,600,0x7,0x4,20.8799992,26.1956348,0.0248968191,0.121556506,9.81101221e-06,30,1.32500005,1
600207400004486,53246810,2458286.9669130822,58286.468101899998,18.5364952,0.0387499481,0,zr,0.1823668,24.708969799999998,0.984000027,-0.061999999,20180617468090,600,0x7,0x4,21.4099998,26.2322502,0.0226090476,0.104167514,7.99779264e-06,30,1.27699995,1
600207400004486,53546851,2458289.9675934119,58289.468518499998,18.4769173,0.0371787064,0,zr,0.1823794,24.708975500000001,1.00899994,-0.0309999995,20180620468507,600,0x7,0x4,21.2399998,26.2000523,0.0252060965,0.122018404,1.00093739e-05,30,1.23399997,1
600207400004486,53847836,2458292.9777103066,58292.478368099997,18.4883385,0.0374738239,0,zr,0.18237249999999999,24.7089429,0.628000021,-0.0280000009,20180623478345,600,0x7,0x4,21.2399998,26.2134094,0.0241557732,0.11579901,9.15477358e-06,30,1.15999997,1
600207400004486,54236096,2458296.8606504383,58296.360960600003,18.4296608,0.0359876752,0,zr,0.18236920000000001,24.708992800000001,0.933000028,-0.0469999984,20180627360949,600,0x7,0x4,19.7600002,26.1515274,0.0344265327,0.0950550586,1.89351704e-05,30,2.14499998,1
600207400004486,54541964,2458299.9196065436,58299.419641200002,18.4862366,0.0374192707,0,zr,0.18237110000000001,24.7089748,0.851999998,-0.0719999969,20180630419641,600,0x7,0x4,20.3299999,26.1337452,0.0307454746,0.131342828,1.50484375e-05,30,1.35399997,1
600207400004486,54841402,2458302.9142633737,58302.414027799998,18.5970039,0.040428523,0,zr,0.18214939999999999,24.709001399999998,0.880999982,0.563000023,20180703414028,600,0x7,0x4,19.7700005,26.1709633,0.0404605716,0.141034201,2.71276149e-05,30,1.33800006,1
600207400004486,55143336,2458305.9338760441,58305.433368099999,18.5733757,0.0397629105,0,zr,0.18233099999999999,24.7089377,0.342000008,-0.0419999994,20180706433368,600,0x7,0x4,20.8199997,26.1540737,0.0244947169,0.119242519,9.4771849e-06,30,1.19700003,1
600207400004486,55644246,2458310.9434230267,58310.442465300002,18.5324688,0.0386412665,0,zr,0.182286,24.709093800000002,0.953999996,-0.0480000004,20180711442454,600,0x7,0x4,20.6299992,26.1220493,0.0374954827,0.122406907,2.31995637e-05,30,1.11800003,1
600207400004486,55942193,2458313.9231557646,58313.421932899997,18.588829,0.0401967391,0,zr,0.18238119999999999,24.708948199999998,1.32299995,-0.075000003,20180714421910,600,0x7,0x4,21.6499996,26.0865231,0.0237563048,0.104355469,8.89726289e-06,30,1.15799999,1
600207400004486,56245527,2458316.9567678855,58316.4552778,18.5376415,0.0387809798,0,zr,0.1823611,24.7089626,0.920000017,0.00999999978,20180717455208,600,0x7,0x4,21.7099991,26.1320171,0.024310248,0.110708579,9.37851109e-06,30,1.05200005,1
600207400004486,56544789,2458319.94964378,58319.447893500001,18.5082741,0.037995819,0,zr,0.18237300000000001,24.7089459,1.25800002,-0.108999997,20180720447882,600,0x7,0x4,21.8500004,26.2302113,0.0233918373,0.105529249,8.58118165e-06,30,1.051,1
600207400004486,56841278,2458322.9147934639,58322.412789399998,18.5462761,0.0390155427,0,zr,0.18237419999999999,24.7089398,0.792999983,-0.0280000009,20180723412766,600,0x7,0x4,21.6499996,26.2331982,0.0246464405,0.105595365,9.57247539e-06,30,1.11000001,1
600207400004486,57443525,2458328.9377595107,58328.435254600001,18.4803085,0.0372660421,0,zr,0.18242269999999999,24.7089283,0.559000015,-0.0769999996,20180729435243,600,0x7,0x4,19.7800007,25.9064064,0.0397616997,0.125904188,2.51777183e-05,30,1.03400004,1
