oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
395205200012063,52048182,2458274.9808528307,58274.481828700002,17.1697769,0.0196848735,0,zr,0.18660450000000001,-10.405731400000001,2.70900011,0.247999996,20180605481620,395,0x5,0x2,20.0900002,26.0778465,0.0333766714,0.125897184,2.91275701e-05,30,2.17799997,1
395205200012063,52648152,2458280.9811235578,58280.481527800002,17.0803204,0.0188076645,0,zr,0.18659719999999999,-10.4057794,2.421,0.209999993,20180611481516,395,0x5,0x2,20.0699997,26.1417446,0.0329183005,0.103518538,2.82125948e-05,30,1.93400002,1
395205200012063,52948009,2458283.9799767062,58283.480092600003,17.0590286,0.018610904,0,zr,0.18661430000000001,-10.405747399999999,2.65799999,0.0930000022,20180614480000,395,0x5,0x2,20.2600002,26.1294765,0.0310175456,0.113685027,2.52283608e-05,30,1.85399997,1
395205200012063,53648009,2458290.9806513065,58290.480092600003,17.0449982,0.0184836723,0,zr,0.18662619999999999,-10.4057668,3.46499991,0.412999988,20180621479676,395,0x5,0x2,20.5599995,26.1459637,0.027034495,0.124557301,1.89582879e-05,30,1.67499995,1
395205200012063,54641796,2458300.9194675139,58300.417963,17.1212254,0.019198481,0,zr,0.1866022,-10.405772600000001,2.98000002,0.361999989,20180701417477,395,0x5,0x2,20.1599998,26.0531139,0.0303825047,0.112141132,2.38393841e-05,30,2.06900001,1
395205200012063,55143658,2458305.9385554916,58305.4365856,17.0725536,0.0187353697,0,zr,0.1866179,-10.4057846,3.62299991,0.449000001,20180706436574,395,0x5,0x2,20.5799999,26.0628777,0.0278182179,0.114483349,2.03506552e-05,30,1.70200002,1
395205200012063,55843898,2458312.9415790127,58312.438981500003,16.9684715,0.0178227555,0,zr,0.1865964,-10.405762899999999,4.68100023,0.460000008,20180713438947,395,0x5,0x2,21.3999996,25.9968166,0.0233934056,0.112907283,1.42829085e-05,30,1.55799997,1
395205200012063,56146418,2458315.9670485943,58315.464189799997,17.0516396,0.0185436532,0,zr,0.1865764,-10.4057441,3.64400005,0.518000007,20180716464178,395,0x5,0x2,21.2000008,25.9858475,0.0226506982,0.111193486,1.34168104e-05,30,1.42799997,1
395205200012063,56848190,2458322.9853464798,58322.4819097,16.9972076,0.018064497,0,zr,0.186614,-10.405756800000001,3.80800009,0.497000009,20180723481875,395,0x5,0x2,21.0900002,26.1666679,0.0240858775,0.119155884,1.52151815e-05,30,1.38399994,1
395205200012063,57146108,2458325.964756832,58325.461087999996,17.0144348,0.0182131119,0,zr,0.18660560000000001,-10.4057791,3.4230001,0.469000012,20180726461088,395,0x5,0x2,20.2700005,26.120327,0.0314144045,0.12802434,2.59014178e-05,30,1.39100003,1
395205200012063,57948214,2458333.9863898931,58333.482141200002,17.0841236,0.0188432932,0,zr,0.186616,-10.405770800000001,3.24099994,0.409999996,20180803482106,395,0x5,0x2,20.4899998,26.1461143,0.0267097224,0.110840544,1.80539646e-05,30,1.41199994,1
395205200012063,58241840,2458336.9228458749,58336.418402800002,17.0556412,0.0185800046,0,zr,0.18662780000000001,-10.405734600000001,4.31400013,0.261999995,20180806418403,395,0x5,0x2,21.1100006,26.206089,0.0224506054,0.112429269,1.32873247e-05,30,1.41100001,1
395205200012063,58937370,2458343.8785647494,58343.373703700003,17.0866432,0.0188669655,0,zr,0.18659819999999999,-10.405746499999999,3.67400002,0.277999997,20180813373692,395,0x5,0x2,21.2600002,26.1387997,0.023088064,0.104169123,1.39611548e-05,30,1.48199999,1
395205200012063,59139622,2458345.9011975816,58345.396226899997,17.1027184,0.0190195534,0,zr,0.186583,-10.405731899999999,3.39899993,0.250999987,20180815396215,395,0x5,0x2,21.2399998,26.109602,0.0211660508,0.107074015,1.18292337e-05,30,1.41199994,3
395205200012063,59340087,2458347.9059533854,58347.400879599998,17.0103073,0.0181772467,0,zr,0.18659600000000001,-10.405780999999999,4.39900017,0.617999971,20180817400868,395,0x5,0x2,21.3999996,26.0967407,0.0226240736,0.118665509,1.3248663e-05,30,1.39999998,3
395205200012063,59441358,2458348.9187117326,58348.413588000003,17.0570335,0.0185926892,0,zr,0.18662409999999999,-10.4057546,3.63000011,0.393000007,20180818413576,395,0x5,0x2,21.3600006,26.1321945,0.0227490682,0.114822172,1.35738355e-05,30,1.39600003,3
395205200012063,59535348,2458349.8586525768,58349.353483799998,17.082346,0.0188266281,0,zr,0.18657099999999999,-10.4057751,4.16800022,0.398000002,20180819353472,395,0x5,0x2,21.3099995,26.1430149,0.022968296,0.111319512,1.39380272e-05,30,1.50199997,3
395205200012063,59535439,2458349.8595669176,58349.354398099997,17.0644398,0.0186604839,0,zr,0.18661920000000001,-10.405733100000001,4.31799984,0.321999997,20180819354387,395,0x5,0x2,21.2700005,26.1421146,0.0220756438,0.112321921,1.2917295e-05,30,1.49800003,1
395205200012063,59833322,2458352.838532418,58352.333229199998,17.0252724,0.0183080286,0,zr,0.18663109999999999,-10.405795899999999,4.24599981,0.469999999,20180822333229,395,0x5,0x2,20.7999992,26.1190186,0.0316396356,0.1207188,2.6466716e-05,30,1.55900002,3
395205200012063,59945965,2458353.9650034863,58353.459652799997,17.0362644,0.0184054486,0,zr,0.18657000000000001,-10.4057265,4.14699984,0.582000017,20180823459641,395,0x5,0x2,21.2999992,26.2005501,0.0215688832,0.0863684416,1.20677823e-05,30,1.523,3
395205200012063,60035378,2458354.8591717239,58354.353784699997,17.1003857,0.0189972427,0,zr,0.18659680000000001,-10.405749500000001,4.15100002,0.398000002,20180824353785,395,0x5,0x2,20.6299992,26.1985073,0.0300409216,0.110456988,2.36638443e-05,30,1.45200002,3
395205200012063,60037748,2458354.882876378,58354.377488400001,17.1007957,0.0190011598,0,zr,0.18660189999999999,-10.4057721,3.398,0.367000014,20180824377488,395,0x5,0x2,20.5400009,26.188324,0.0245592091,0.107371882,1.57508293e-05,30,1.40499997,3
395205200012063,60135525,2458355.8606809112,58355.355254599999,17.1475945,0.0194595587,0,zr,0.18660489999999999,-10.4057765,4.20100021,0.400999993,20180825354745,395,0x5,0x2,20.4300003,26.1979294,0.0350317322,0.111628182,3.18917118e-05,30,1.44099998,1
395205200012063,60141806,2458355.9234958324,58355.418067099999,17.1086521,0.0190765411,0,zr,0.18657969999999999,-10.405712299999999,2.98099995,0.39199999,20180825418032,395,0x5,0x2,20.2399998,26.2073574,0.0292261634,0.094167389,2.26605225e-05,30,1.41400003,3
395205200012063,60141905,2458355.9244796694,58355.419050899996,17.1225681,0.0192115959,0,zr,0.1865907,-10.405696000000001,1.95099998,0.148000002,20180825419005,395,0x5,0x2,20.1800003,26.2223454,0.0301560201,0.0932428837,2.3606879e-05,30,1.41499996,1
395205200012063,60238082,2458356.8862867937,58356.380821799998,17.117321,0.0191604421,0,zr,0.18656220000000001,-10.405775999999999,2.70900011,0.191,20180826380729,395,0x5,0x2,19.8799992,26.2436981,0.0349593237,0.103831299,3.20881481e-05,30,1.39699996,3
395205200012063,60635381,2458360.8594191181,58360.353819399999,16.9191933,0.0174255483,0,zr,0.1866555,-10.4057557,2.03999996,0.112000003,20180830353819,395,0x5,0x2,19.8199997,26.1937447,0.037546616,0.125911385,3.71917886e-05,30,1.38999999,1
395205200012063,60733480,2458361.8404324381,58361.334803199999,17.1006432,0.0189997014,0,zr,0.18659539999999999,-10.405747099999999,3.38100004,0.358999997,20180831334803,395,0x5,0x2,20.7399998,26.2114162,0.0217150208,0.103717923,1.23608752e-05,30,1.426,3
395205200012063,60833596,2458362.8416184182,58362.335960600001,17.0292206,0.0183428843,0,zr,0.18661820000000001,-10.405782500000001,3.67799997,0.356000006,20180901335914,395,0x5,0x2,21.1000004,26.1879692,0.0261349678,0.122844763,1.80417737e-05,30,1.41600001,3
395205200012063,60942056,2458363.9262541016,58363.420567100002,17.0167217,0.0182330422,0,zr,0.18662210000000001,-10.4057598,3.26900005,0.372999996,20180902420556,395,0x5,0x2,20.9200001,26.139637,0.0264411531,0.123649813,1.84611763e-05,30,1.44700003,3
395205200012063,60942148,2458363.9271685253,58363.421481500001,17.0431023,0.0184666328,0,zr,0.18661469999999999,-10.4057575,3.58200002,0.345999986,20180902421470,395,0x5,0x2,20.9200001,26.1441002,0.0238293428,0.117598452,1.48679765e-05,30,1.45000005,1
395205200012063,61036482,2458364.8705372997,58364.3648264,17.0325718,0.0183725841,0,zr,0.18659590000000001,-10.405759700000001,4.15100002,0.564999998,20180903364815,395,0x5,0x2,21.2199993,26.1123466,0.0223047342,0.117087193,1.31642537e-05,30,1.37,3
