oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
1492214100011810,132741070,2459081.9157086797,59081.410706000002,21.2254314,0.209645152,0,zr,0.067921800000000004,4.0167393000000002,0.676999986,-0.602999985,20200820410706,1492,0xe,0x1,21.3899994,26.0578785,0.0251634419,0.101559326,2.18471541e-05,30,1.18200004,3
1492214100011810,135930525,2459113.811206074,59113.305254600004,21.1183147,0.201739788,0,zr,0.067767900000000006,4.0167115000000004,0.81099999,0.050999999,20200921305243,1492,0xe,0x1,21.2600002,26.1152172,0.0253627468,0.0996933505,2.21394876e-05,30,1.18599999,3
1492214100011810,136236924,2459116.8752029422,59116.3692477,21.0920143,0.199798703,0,zr,0.067934700000000001,4.0166906000000004,1.13699996,0.215000004,20200924369248,1492,0xe,0x1,21.2999992,26.1798096,0.023387203,0.0979087204,1.86770758e-05,30,1.26499999,2
1492214100011810,136426527,2459118.7712274129,59118.265277799997,21.216259,0.208968282,0,zr,0.067626699999999998,4.0167462,0.569000006,-0.150999993,20200926265266,1492,0xe,0x1,21.1900005,26.2172089,0.0254547745,0.105018958,2.19375124e-05,30,1.22000003,2
